KIT ID Number,Borough,Zipcode,Date Collected,Received Date,First Draw at-the-tap Lead level (µg/l),First Draw at-the-tap copper level (mg/l)
17142237,STATEN ISLAND,10307,06/07/2017,06/09/2017,0,0.037
17141899,STATEN ISLAND,10304,06/07/2017,06/13/2017,37,0.134
17142042,STATEN ISLAND,10309,06/07/2017,06/12/2017,0,0.115
17141870,STATEN ISLAND,10306,06/07/2017,06/09/2017,1,0.123
17142063,STATEN ISLAND,10309,06/07/2017,06/09/2017,0,0.152
17142159,BAYSIDE,11361,06/07/2017,06/09/2017,2,0.115
17141886,STATEN ISLAND,10308,06/07/2017,06/09/2017,0,0.133
17141987,MIDDLE VILLAGE,11379,06/07/2017,06/13/2017,7,0.143
17142101,BELLEROSE,11426,06/07/2017,06/09/2017,3,0.246
17141844,BROOKLYN,11224,06/07/2017,06/09/2017,1,0.161
17142048,STATEN ISLAND,10303,06/07/2017,06/12/2017,0,0.147
17141770,BROOKLYN,11230,06/07/2017,06/09/2017,5,0.211
17142137,BROOKLYN,11229,06/07/2017,06/09/2017,4,0.197
17141912,STATEN ISLAND,10309,06/07/2017,06/12/2017,0,0.111
17141792,BRONX,10457,06/08/2017,06/14/2017,4,0.106
17142038,STATEN ISLAND,10312,06/08/2017,06/13/2017,4,0.175
17142128,MIDDLE VILLAGE,11379,06/08/2017,06/13/2017,1,0.114
17142338,BROOKLYN,11232,06/08/2017,06/13/2017,5,0.12
17141852,FLUSHING,11354,06/08/2017,06/13/2017,3,0.065
17141896,STATEN ISLAND,10314,06/08/2017,06/09/2017,2,0.143
17141774,JAMAICA,11434,06/08/2017,06/08/2017,0,0.097
17141782,HOWARD BEACH,11414,06/08/2017,06/09/2017,0,0.102
17141812,BRONX,10464,06/08/2017,06/12/2017,5,0.116
17141861,STATEN ISLAND,10306,06/08/2017,06/14/2017,1,0.082
17142107,BROOKLYN,11203,06/08/2017,06/13/2017,3,0.116
17142221,STATEN ISLAND,10314,06/08/2017,06/09/2017,0,0.087
17142330,STATEN ISLAND,10309,06/08/2017,06/13/2017,1,0.242
17142334,Brooklyn,11209,06/08/2017,06/09/2017,0,0.058
17141923,HOWARD BEACH,11414,06/08/2017,06/09/2017,0,0.169
17142014,STATEN ISLAND,10306,06/08/2017,06/09/2017,0,0.119
17142144,BROOKLYN,11223,06/08/2017,06/09/2017,2,0.122
17141758,BROOKLYN,11215,06/08/2017,06/09/2017,6,0.137
17141762,New York,10010,06/08/2017,06/14/2017,0,0.159
17141767,BRONX,10457,06/08/2017,06/09/2017,0,0.157
17141862,STATEN ISLAND,10306,06/08/2017,06/09/2017,0,0.157
17141876,STATEN ISLAND,10306,06/08/2017,06/09/2017,1,0.131
17141857,STATEN ISLAND,10306,06/08/2017,06/13/2017,0,0.106
17141911,STATEN ISLAND,10305,06/08/2017,06/13/2017,2,0.157
17141865,STATEN ISLAND,10314,06/08/2017,06/09/2017,0,0.023
17141969,NEW YORK,10128,06/08/2017,06/12/2017,5,0.117
17142134,BROOKLYN,11217,06/08/2017,06/19/2017,9,0.155
17141778,SAINT ALBANS,11412,06/08/2017,06/13/2017,2,0.189
17141892,STATEN ISLAND,10314,06/08/2017,06/09/2017,0,0.024
17141990,STATEN ISLAND,10306,06/08/2017,06/09/2017,0,0.116
17142023,STATEN ISLAND,10306,06/08/2017,06/09/2017,2,0.143
17142284,STATEN ISLAND,10312,06/08/2017,06/12/2017,3,0.066
17142308,BROOKLYN,11218,06/08/2017,06/13/2017,17,0.106
17142339,FOREST HILLS,11375,06/08/2017,06/09/2017,10,0.157
17141791,LITTLE NECK,11363,06/08/2017,06/09/2017,4,18.17
17141949,RIDGEWOOD,11385,06/08/2017,06/19/2017,4,0.032
17141806,BROOKLYN,11228,06/08/2017,06/09/2017,14,0.142
17142142,BROOKLYN,11215,06/08/2017,06/15/2017,2,0.149
17142070,STATEN ISLAND,10312,06/08/2017,06/12/2017,3,0.137
17142081,STATEN ISLAND,10312,06/08/2017,06/19/2017,0,0.079
17142044,STATEN ISLAND,10312,06/08/2017,06/13/2017,0,0.084
17142267,STATEN ISLAND,10312,06/08/2017,06/12/2017,2,0.09
17141888,STATEN ISLAND,10314,06/08/2017,06/12/2017,0,0.141
17141845,BROOKLYN,11207,06/08/2017,06/12/2017,0,0.107
17142143,BROOKLYN,11211,06/08/2017,06/09/2017,6,0.112
17141917,STATEN ISLAND,10312,06/08/2017,06/14/2017,13,0.108
17141786,Queens,11435,06/08/2017,06/09/2017,4,0.164
17141993,QUEENS VILLAGE,11427,06/08/2017,06/09/2017,5,0.13
17142320,WHITESTONE,11357,06/08/2017,06/13/2017,7,0.159
17141898,STATEN ISLAND,10307,06/08/2017,06/13/2017,0,0.274
17141824,FLUSHING,11358,06/08/2017,06/13/2017,6,0.155
17142321,RICHMOND HILL,11418,06/08/2017,06/09/2017,3,0.07
17142214,STATEN ISLAND,10312,06/08/2017,06/12/2017,3,0.113
17141997,BROOKLYN,11220,06/08/2017,06/13/2017,3,0.187
17141858,BROOKLYN,11212,06/08/2017,06/13/2017,2,0.144
17141846,BROOKLYN,11223,06/08/2017,06/09/2017,3,0.085
17142093,FRESH MEADOWS,11365,06/08/2017,06/09/2017,0,0.134
17142029,STATEN ISLAND,10309,06/08/2017,06/12/2017,0,0.155
17141836,LITTLE NECK,11362,06/08/2017,06/13/2017,9,0.204
17141841,MASPETH,11378,06/09/2017,06/13/2017,3,0.131
17141787,SOUTH RICHMOND HILL,11419,06/09/2017,06/13/2017,0,0.076
17142304,HOLLIS,11423,06/09/2017,06/14/2017,4,0.102
17141780,JAMAICA,11432,06/09/2017,06/13/2017,5,0.171
17141877,STATEN ISLAND,10305,06/09/2017,06/13/2017,0,0.118
17141942,STATEN ISLAND,10309,06/09/2017,06/14/2017,0,0.129
17141983,SAINT ALBANS,11412,06/09/2017,06/13/2017,0,0.181
17141761,BROOKLYN,11224,06/09/2017,06/14/2017,0,0.138
17141823,MASPETH,11378,06/09/2017,06/14/2017,9,0.112
17141928,FOREST HILLS,11375,06/09/2017,06/15/2017,2,0.164
17142332,JAMAICA,11432,06/09/2017,06/15/2017,3,0.22
17141760,FLUSHING,11354,06/09/2017,06/12/2017,6,0.118
17141764,KEW GARDENS,11415,06/09/2017,06/14/2017,0,0.111
17141811,BROOKLYN,11204,06/09/2017,06/13/2017,4,0.159
17141821,JAMAICA,11432,06/09/2017,06/13/2017,4,0.122
17141890,STATEN ISLAND,10306,06/09/2017,06/14/2017,0,0.156
17142100,BROOKLYN,11226,06/09/2017,06/14/2017,19,0.109
17142303,JAMAICA,11432,06/09/2017,06/14/2017,0,0.214
17141763,BAYSIDE,11361,06/09/2017,06/12/2017,0,0.237
17142092,NEW YORK,10018,06/09/2017,06/13/2017,5,0.153
17141757,STATEN ISLAND,10308,06/09/2017,06/14/2017,0,0.138
17141779,KEW GARDENS,11415,06/09/2017,06/14/2017,1,0.156
17141905,MIDDLE VILLAGE,11379,06/09/2017,06/14/2017,119,0.182
17141981,FLUSHING,11354,06/09/2017,06/13/2017,11,0.138
17142098,STATEN ISLAND,10309,06/09/2017,06/13/2017,11,0.161
17142241,BROOKLYN,11234,06/09/2017,06/13/2017,0,0.128
17142329,STATEN ISLAND,10312,06/09/2017,06/12/2017,0,0.091
17141964,BROOKLYN,11229,06/09/2017,06/13/2017,11,0.118
17142018,STATEN ISLAND,10308,06/09/2017,06/13/2017,0,0.147
17141902,STATEN ISLAND,10314,06/09/2017,06/13/2017,0,0.106
17141943,QUEENS,11691,06/09/2017,06/12/2017,1,0.229
17141986,SPRINGFIELD GARDENS,11413,06/09/2017,06/14/2017,5,0.132
17142002,JAMAICA,11432,06/09/2017,06/13/2017,14,0.746
17142263,STATEN ISLAND,10309,06/09/2017,06/13/2017,0,0.077
17142037,STATEN ISLAND,10309,06/09/2017,06/14/2017,3,0.249
17142065,STATEN ISLAND,10309,06/09/2017,06/13/2017,0,0.086
17142103,BAYSIDE,11360,06/09/2017,06/13/2017,2,0.031
17141815,FOREST HILLS,11375,06/10/2017,06/14/2017,9,0.105
17141880,STATEN ISLAND,10314,06/10/2017,06/14/2017,5,0.171
17142089,BROOKLYN,11224,06/10/2017,06/14/2017,0,0.094
17142307,BROOKLYN,11228,06/10/2017,06/14/2017,8,0.147
17142253,SPRINGFIELD GARDENS,11413,06/10/2017,06/14/2017,0,0.145
17141839,STATEN ISLAND,10304,06/10/2017,06/19/2017,9,0.143
17141975,STATEN ISLAND,10310,06/10/2017,06/15/2017,5,0.146
17141788,BROOKLYN,11212,06/10/2017,06/13/2017,4,0.181
17141859,STATEN ISLAND,10309,06/10/2017,06/13/2017,0,0.089
17142187,BROOKLYN,11232,06/10/2017,06/14/2017,3,0.052
17142331,BROOKLYN,11234,06/10/2017,06/14/2017,4,0.169
17141952,FLUSHING,11358,06/10/2017,06/14/2017,58,0.159
17141807,STATEN ISLAND,10301,06/10/2017,06/13/2017,4,0.085
17142079,STATEN ISLAND,10309,06/10/2017,06/13/2017,0,0.079
17141820,MIDDLE VILLAGE,11379,06/10/2017,06/14/2017,7,0.144
17142020,STATEN ISLAND,10309,06/10/2017,06/14/2017,0,0.105
17142209,STATEN ISLAND,10312,06/10/2017,06/13/2017,1,0.112
17142051,STATEN ISLAND,10308,06/10/2017,06/13/2017,2,0.135
17141766,STATEN ISLAND,10314,06/10/2017,06/13/2017,1,0.192
17141827,FLUSHING,11358,06/10/2017,06/13/2017,6,0.131
17141925,STATEN ISLAND,10309,06/10/2017,06/13/2017,0,0.045
17142061,FAR ROCKAWAY,11691,06/10/2017,06/14/2017,0,0.165
17141950,BROOKLYN,11234,06/10/2017,06/13/2017,8,0.014
17142021,STATEN ISLAND,10309,06/10/2017,06/13/2017,0,0.162
17142292,FOREST HILLS,11375,06/10/2017,06/13/2017,4,0.168
17142175,BROOKLYN,11221,06/10/2017,06/15/2017,0,0.194
17142102,BROOKLYN,11229,06/10/2017,06/13/2017,4,0.419
17141832,FLUSHING,11358,06/10/2017,06/13/2017,2,0.15
17142281,BRONX,10471,06/10/2017,06/15/2017,65,0.734
17142229,STATEN ISLAND,10306,06/10/2017,06/14/2017,0,0.106
17141772,STATEN ISLAND,10303,06/10/2017,06/13/2017,0,0.127
17141936,BROOKLYN,11228,06/10/2017,06/13/2017,30,0.048
17142333,BROOKLYN,11236,06/11/2017,06/16/2017,1,0.144
17142010,BROOKLYN,11214,06/11/2017,06/14/2017,2,0.152
17142080,STATEN ISLAND,10309,06/11/2017,06/14/2017,0,0.101
17142121,BROOKLYN,11220,06/11/2017,06/13/2017,3,0.089
17142145,BROOKLYN,11223,06/11/2017,06/13/2017,9,0.066
17141795,ASTORIA,11102,06/11/2017,06/13/2017,9,0.111
17141864,STATEN ISLAND,10312,06/11/2017,06/14/2017,2,0.141
17141916,STATEN ISLAND,10312,06/11/2017,06/15/2017,39,0.127
17142223,STATEN ISLAND,10309,06/11/2017,06/15/2017,0,0.131
17141913,RIDGEWOOD,11385,06/11/2017,06/13/2017,7,0.132
17141948,RIDGEWOOD,11385,06/11/2017,06/13/2017,3,0.132
17142109,OZONE PARK,11417,06/11/2017,06/15/2017,2,0.159
17141938,BROOKLYN,11224,06/11/2017,06/13/2017,8,0.161
17142017,STATEN ISLAND,10309,06/11/2017,06/15/2017,2,0.172
17141992,BAYSIDE,11361,06/11/2017,06/13/2017,5,0.305
17142242,STATEN ISLAND,10312,06/11/2017,06/14/2017,0,0.04
17142201,REGO PARK,11374,06/11/2017,06/13/2017,8,0.146
17142198,BROOKLYN,11217,06/11/2017,06/15/2017,4,0.041
17142254,FAR ROCKAWAY,11691,06/11/2017,06/13/2017,1,0.214
17142033,STATEN ISLAND,10309,06/11/2017,06/13/2017,0,0.111
17141840,FLUSHING,11358,06/11/2017,06/13/2017,37,0.205
17142173,BROOKLYN,11217,06/11/2017,06/14/2017,1,0.121
17141965,STATEN ISLAND,10308,06/12/2017,06/13/2017,0,0.084
17142268,STATEN ISLAND,10312,06/12/2017,06/14/2017,1,0.099
17141784,OZONE PARK,11417,06/12/2017,06/14/2017,2,0.088
17142064,STATEN ISLAND,10309,06/12/2017,06/14/2017,0,0.145
17141849,BROOKLYN,11234,06/12/2017,06/14/2017,8,0.138
17141868,STATEN ISLAND,10306,06/12/2017,06/15/2017,0,0.109
17141793,BRONX,10470,06/12/2017,06/14/2017,7,0.149
17141895,STATEN ISLAND,10309,06/12/2017,06/15/2017,2,0.093
17142140,BROOKLYN,11226,06/12/2017,06/19/2017,6,0.188
17142245,STATEN ISLAND,10303,06/12/2017,06/14/2017,2,0.06
17141927,STATEN ISLAND,10309,06/12/2017,06/13/2017,3,0.264
17141996,BROOKLYN,11225,06/12/2017,06/16/2017,114,0.215
17142230,BAYSIDE,11361,06/12/2017,06/14/2017,6,0.171
17141790,STATEN ISLAND,10301,06/12/2017,06/14/2017,7,0.196
17141863,STATEN ISLAND,10312,06/12/2017,06/14/2017,0,0.046
17142007,BROOKLYN,11228,06/12/2017,06/16/2017,7,0.162
17142278,STATEN ISLAND,10308,06/12/2017,06/14/2017,0,0.166
17142095,FAR ROCKAWAY,11694,06/12/2017,06/16/2017,2,0.156
17142099,RICHMOND HILL,11418,06/12/2017,06/15/2017,1,0.306
17141768,JAMAICA,11433,06/12/2017,06/14/2017,0,0.168
17141882,STATEN ISLAND,10312,06/12/2017,06/15/2017,0,0.152
17142036,STATEN ISLAND,10309,06/12/2017,06/14/2017,0,0.13
17141974,BROOKLYN,11234,06/12/2017,06/19/2017,9,0.167
17142170,BROOKLYN,11228,06/12/2017,06/15/2017,0,0.191
17142055,STATEN ISLAND,10312,06/13/2017,06/15/2017,1,0.131
17142234,BROOKLYN,11224,06/13/2017,06/14/2017,2,0.066
17141955,RIDGEWOOD,11385,06/13/2017,06/19/2017,14,0.158
17142244,STATEN ISLAND,10314,06/13/2017,06/14/2017,5,0.156
17142124,SUNNYSIDE,11104,06/13/2017,06/19/2017,7,0.141
17141800,RICHMOND HILL,11418,06/13/2017,06/14/2017,2,0.011
17141798,BRONX,10461,06/13/2017,06/15/2017,3,0.108
17141968,BROOKLYN,11215,06/13/2017,06/15/2017,3,0.192
17141765,CAMBRIA HEIGHTS,11411,06/13/2017,06/19/2017,2,0.107
17141805,WOODSIDE,11377,06/13/2017,06/15/2017,8,0.185
17142013,STATEN ISLAND,10309,06/13/2017,06/15/2017,0,0.066
17142045,STATEN ISLAND,10306,06/13/2017,06/15/2017,0,0.141
17141871,STATEN ISLAND,10306,06/13/2017,06/15/2017,3,0.184
17142011,BROOKLYN,11228,06/13/2017,06/16/2017,4,0.025
17141828,FLUSHING,11354,06/13/2017,06/15/2017,3,0.17
17141904,STATEN ISLAND,10309,06/14/2017,06/19/2017,0,0.134
17142076,STATEN ISLAND,10308,06/14/2017,06/19/2017,0,0.114
17142088,STATEN ISLAND,10312,06/14/2017,06/16/2017,0,0.053
17142335,BRONX,10462,06/14/2017,06/19/2017,0,0.066
17142276,STATEN ISLAND,10308,06/14/2017,06/19/2017,0,0.17
17142162,BROOKLYN,11210,06/14/2017,06/19/2017,3,0.098
17141988,BROOKLYN,11225,06/14/2017,06/15/2017,11,0.096
17142274,BROOKLYN,11224,06/14/2017,06/16/2017,0,0.042
17142059,STATEN ISLAND,10312,06/14/2017,06/16/2017,1,0.147
17141769,KEW GARDENS,11415,06/14/2017,06/16/2017,0,0.039
17142324,BROOKLYN,11223,06/14/2017,06/15/2017,5,0.179
17142077,STATEN ISLAND,10308,06/14/2017,06/19/2017,2,0.086
17141838,RIDGEWOOD,11385,06/14/2017,06/19/2017,9,0.141
17142012,STATEN ISLAND,10312,06/14/2017,06/15/2017,0,0.151
17141785,STATEN ISLAND,10307,06/15/2017,06/19/2017,0,0.164
17141810,BRONX,10464,06/15/2017,06/19/2017,6,0.145
17141930,STATEN ISLAND,10310,06/15/2017,06/19/2017,1,0.169
17142147,BRONX,10461,06/15/2017,06/19/2017,6,0.12
17142272,STATEN ISLAND,10314,06/15/2017,06/16/2017,2,0.089
17141759,STATEN ISLAND,10306,06/15/2017,06/19/2017,0,0.093
17141809,BROOKLYN,11234,06/15/2017,06/19/2017,2,0.004
17142248,STATEN ISLAND,10314,06/15/2017,06/19/2017,0,0.092
17142250,STATEN ISLAND,10314,06/16/2017,06/19/2017,0,0.156
17142283,STATEN ISLAND,10312,06/16/2017,06/19/2017,0,0.107
17141869,STATEN ISLAND,10308,06/16/2017,06/19/2017,0,0.09
17142115,ASTORIA,11103,06/16/2017,06/19/2017,3,0.115
17142105,BROOKLYN,11217,06/16/2017,06/19/2017,4,0.22
17142120,FOREST HILLS,11375,06/16/2017,06/22/2017,0,0.097
17142336,BROOKLYN,11234,06/16/2017,06/19/2017,3,0.126
17142151,BROOKLYN,11207,06/16/2017,06/19/2017,6,0.138
17141947,OZONE PARK,11417,06/16/2017,06/21/2017,3,0.129
17142265,STATEN ISLAND,10306,06/17/2017,06/21/2017,0,0.076
17142309,BROOKLYN,11209,06/17/2017,06/22/2017,0,0.239
17141830,FLUSHING,11358,06/17/2017,06/19/2017,4,0.083
17142028,STATEN ISLAND,10308,06/17/2017,06/22/2017,0,0.122
17141860,STATEN ISLAND,10308,06/17/2017,06/22/2017,15,0.246
17141908,BROOKLYN,11218,06/17/2017,06/21/2017,9,0.115
17142240,STATEN ISLAND,10306,06/17/2017,06/22/2017,2,0.195
17142034,STATEN ISLAND,10301,06/17/2017,06/21/2017,0,0.181
17141922,NEW YORK,10075,06/17/2017,06/22/2017,9,0.032
17141918,ASTORIA,11105,06/17/2017,06/19/2017,11,0.155
17141891,STATEN ISLAND,10309,06/17/2017,06/20/2017,0,0.111
17142155,JACKSON HEIGHTS,11372,06/18/2017,06/20/2017,4,0.101
17141808,FLORAL PARK,11001,06/18/2017,06/20/2017,2,0.161
17142295,BROOKLYN,11217,06/18/2017,06/22/2017,1,0.178
17142286,BROOKLYN,11225,06/18/2017,06/22/2017,1,0.213
17142186,MIDDLE VILLAGE,11379,06/18/2017,06/22/2017,4,0.167
17142312,BROOKLYN,11212,06/18/2017,06/26/2017,0,0.048
17141789,BROOKLYN,11213,06/18/2017,06/20/2017,3,0.102
17142071,STATEN ISLAND,10314,06/18/2017,06/21/2017,0,0.071
17142213,BROOKLYN,11212,06/19/2017,06/22/2017,0,0.148
17142297,FLUSHING,11358,06/19/2017,06/20/2017,2,0.18
17142235,BROOKLYN,11224,06/19/2017,06/22/2017,0,0.084
17142300,BROOKLYN,11214,06/19/2017,06/22/2017,1,0.117
17142154,RIDGEWOOD,11385,06/19/2017,06/22/2017,2,0.165
17141980,FLUSHING,11358,06/19/2017,06/22/2017,4,0.114
17142094,BROOKLYN,11213,06/19/2017,06/21/2017,2,0.07
17141977,BROOKLYN,11213,06/19/2017,06/26/2017,0,0.173
17141933,BROOKLYN,11215,06/19/2017,06/23/2017,6,0.178
17141803,FLUSHING,11354,06/19/2017,06/21/2017,13,0.125
17142325,BRONX,10471,06/19/2017,06/21/2017,2,0.077
17142106,BROOKLYN,11226,06/19/2017,06/20/2017,4,0.197
17142026,BROOKLYN,11212,06/19/2017,06/23/2017,1,0.093
17142216,STATEN ISLAND,10314,06/19/2017,06/26/2017,0,0.04
17141999,LONG ISLAND CITY,11101,06/20/2017,06/23/2017,7,0.052
17142191,JAMAICA,11432,06/20/2017,06/21/2017,3,0.206
17142193,BROOKLYN,11204,06/20/2017,06/26/2017,12,0.06
17141971,BRONX,10463,06/20/2017,06/23/2017,20,0.114
17142097,STATEN ISLAND,10314,06/20/2017,06/22/2017,1,0.047
17141866,STATEN ISLAND,10309,06/20/2017,06/22/2017,0,0.129
17142207,SOUTH OZONE PARK,11420,06/20/2017,06/22/2017,1,0.106
17142302,FLUSHING,11358,06/20/2017,06/21/2017,35,0.12
17142069,STATEN ISLAND,10306,06/20/2017,06/22/2017,0,0.176
17142057,STATEN ISLAND,10309,06/20/2017,06/23/2017,0,0.122
17142135,BROOKLYN,11231,06/20/2017,06/22/2017,4,0.158
17142224,FAR ROCKAWAY,11691,06/20/2017,06/23/2017,0,0.128
17141794,BROOKLYN,11234,06/20/2017,06/26/2017,7,0.142
17142116,SAINT ALBANS,11412,06/20/2017,06/26/2017,2,0.079
17141771,JAMAICA,11433,06/21/2017,06/22/2017,0,0.175
17141978,BROOKLYN,11208,06/21/2017,06/23/2017,0,0.044
17142256,STATEN ISLAND,10309,06/21/2017,06/26/2017,9,0.172
17142139,BROOKLYN,11215,06/21/2017,06/22/2017,4,0.178
17142326,BROOKLYN,11228,06/21/2017,06/26/2017,6,0.219
17141851,EAST ELMHURST,11369,06/21/2017,06/26/2017,5,0.079
17142282,STATEN ISLAND,10304,06/22/2017,06/26/2017,0,0.135
17142083,STATEN ISLAND,10314,06/22/2017,06/29/2017,2,0.115
17142016,STATEN ISLAND,10308,06/23/2017,06/26/2017,0,0.127
17141932,RICHMOND HILL,11418,06/23/2017,06/27/2017,0,0.242
17142210,STATEN ISLAND,10309,06/23/2017,06/26/2017,2,0.119
17142130,COLLEGE POINT,11356,06/23/2017,06/27/2017,4,0.114
17142179,BROOKLYN,11214,06/23/2017,06/27/2017,1,0.06
17142104,WOODSIDE,11377,06/24/2017,06/26/2017,7,0.186
17141837,JAMAICA,11432,06/24/2017,06/26/2017,0,0.043
17142156,STATEN ISLAND,10301,06/24/2017,06/27/2017,44,0.126
17142218,STATEN ISLAND,10314,06/25/2017,06/27/2017,0,0.103
17141853,BROOKLYN,11212,06/25/2017,06/30/2017,1,0.074
17142322,BROOKLYN,11228,06/25/2017,06/30/2017,3,0.129
17141951,FLUSHING,11358,06/25/2017,06/28/2017,4,0.135
17142311,REGO PARK,11374,06/26/2017,06/28/2017,7,0.06
17141887,STATEN ISLAND,10304,06/27/2017,06/30/2017,2,0.132
17141831,FLUSHING,11354,06/27/2017,06/28/2017,3,0.087
17141847,RIDGEWOOD,11385,06/27/2017,06/30/2017,7,0.053
17142056,STATEN ISLAND,10312,06/27/2017,06/30/2017,55,0.103
17142129,OZONE PARK,11417,06/27/2017,06/28/2017,23,0.09
17141946,ASTORIA,11105,06/27/2017,06/30/2017,24,0.961
17141796,BROOKLYN,11234,06/28/2017,06/30/2017,0,0.176
17142199,BROOKLYN,11216,06/28/2017,07/05/2017,48,0.112
17142262,STATEN ISLAND,10306,06/28/2017,07/05/2017,3,0.1
17141907,BRONX,10465,06/29/2017,07/05/2017,3,0.154
17141944,BRONX,10471,06/29/2017,06/30/2017,6,0.173
17141897,STATEN ISLAND,10306,06/29/2017,07/05/2017,2,0.132
17142091,BROOKLYN,11206,06/29/2017,07/05/2017,11,0.224
17142249,STATEN ISLAND,10308,06/30/2017,07/06/2017,0,0.122
17142150,BROOKLYN,11217,06/30/2017,07/05/2017,3,0.182
17142184,KEW GARDENS,11415,06/30/2017,07/05/2017,3,0.229
17141984,WOODHAVEN,11421,06/30/2017,07/05/2017,7,0.169
17142231,OAKLAND GARDENS,11364,06/30/2017,07/05/2017,0,0.23
17142275,STATEN ISLAND,10309,06/30/2017,07/05/2017,7,0.049
17142039,STATEN ISLAND,10309,07/01/2017,07/05/2017,1,0.114
17142053,STATEN ISLAND,10309,07/01/2017,07/05/2017,0,0.099
17141875,STATEN ISLAND,10306,07/01/2017,07/05/2017,0,0.121
17141954,FOREST HILLS,11375,07/01/2017,07/05/2017,11,0.093
17142166,REGO PARK,11374,07/02/2017,07/07/2017,5,0.03
17141848,FOREST HILLS,11375,07/02/2017,07/05/2017,5,0.158
17142131,FLUSHING,11358,07/02/2017,07/05/2017,36,0.946
17142163,BROOKLYN,11211,07/03/2017,07/07/2017,2,0.248
17141957,FLUSHING,11358,07/03/2017,07/07/2017,6,0.138
17142305,BROOKLYN,11219,07/03/2017,07/06/2017,2,0.083
17142189,MIDDLE VILLAGE,11379,07/04/2017,07/06/2017,11,0.141
17142074,STATEN ISLAND,10305,07/04/2017,07/07/2017,0,0.138
17142190,BAYSIDE,11361,07/04/2017,07/10/2017,8,0.129
17141910,BAYSIDE,11360,07/04/2017,07/06/2017,0,0.125
17141833,FLUSHING,11354,07/04/2017,07/11/2017,3,0.176
17142047,STATEN ISLAND,10306,07/04/2017,07/10/2017,0,0.184
17142296,BROOKLYN,11238,07/04/2017,07/07/2017,2,0.266
17141961,BROOKLYN,11229,07/05/2017,07/07/2017,9,0.103
17142260,BROOKLYN,11234,07/05/2017,07/06/2017,0,0.195
17141881,STATEN ISLAND,10312,07/05/2017,07/12/2017,1,0.038
17142024,BROOKLYN,11212,07/07/2017,07/10/2017,0,0.061
17142317,MASPETH,11378,07/07/2017,07/11/2017,1,0.468
17142328,BROOKLYN,11218,07/09/2017,07/13/2017,12,0.059
17142217,STATEN ISLAND,10309,07/09/2017,07/14/2017,0,0.164
17142202,STATEN ISLAND,10301,07/10/2017,07/13/2017,4,0.104
17141816,FLUSHING,11358,07/10/2017,07/11/2017,9,0.094
17141937,WOODHAVEN,11421,07/10/2017,07/12/2017,0,0.088
17142239,STATEN ISLAND,10314,07/11/2017,07/13/2017,0,0.11
17142291,BROOKLYN,11229,07/11/2017,07/14/2017,7,0.109
17141966,BROOKLYN,11217,07/11/2017,07/12/2017,0,0.131
17142185,BROOKLYN,11205,07/11/2017,07/12/2017,6,0.133
17142299,BRONX,10469,07/12/2017,07/14/2017,5,0.099
17142279,BRONX,10463,07/12/2017,07/20/2017,1,0.112
17142288,BROOKLYN,11218,07/13/2017,07/17/2017,7,0.038
17141883,STATEN ISLAND,10314,07/14/2017,07/19/2017,2,0.182
17142003,STATEN ISLAND,10306,07/14/2017,07/19/2017,190,0.138
17141894,STATEN ISLAND,10309,07/14/2017,07/19/2017,7,0.175
17142251,STATEN ISLAND,10308,07/15/2017,07/19/2017,0,0.056
17142112,ASTORIA,11103,07/15/2017,07/19/2017,13,0.173
17141985,FLUSHING,11358,07/15/2017,07/19/2017,4,0.227
17142215,BROOKLYN,11212,07/15/2017,07/21/2017,0,0.11
17141915,STATEN ISLAND,10309,07/16/2017,07/19/2017,32,0.088
17141962,STATEN ISLAND,10305,07/17/2017,07/24/2017,4,0.028
17142127,BAYSIDE,11361,07/17/2017,07/25/2017,1,0.178
17142032,STATEN ISLAND,10305,07/18/2017,07/20/2017,0,0.111
17142041,STATEN ISLAND,10306,07/18/2017,07/21/2017,0,0.137
17142289,BROOKLYN,11216,07/19/2017,07/20/2017,3,0.268
17141960,STATEN ISLAND,10304,07/20/2017,07/31/2017,34,0.183
17141900,STATEN ISLAND,10305,07/21/2017,07/26/2017,0,0.156
17142132,BAYSIDE,11361,07/21/2017,07/25/2017,2,0.28
17141909,STATEN ISLAND,10305,07/21/2017,07/25/2017,0,0.097
17142082,STATEN ISLAND,10304,07/22/2017,07/25/2017,1,0.107
17142067,STATEN ISLAND,10306,07/23/2017,07/26/2017,0,0.133
17141914,STATEN ISLAND,10303,07/24/2017,07/26/2017,1,0.171
17142180,BROOKLYN,11231,07/25/2017,07/31/2017,6,0.239
17141959,WOODSIDE,11377,07/25/2017,08/01/2017,5,0.145
17142015,STATEN ISLAND,10306,07/28/2017,08/02/2017,6,0.289
17142183,BROOKLYN,11218,07/29/2017,08/02/2017,7,0.113
17141819,BAYSIDE,11361,07/29/2017,08/02/2017,4,0.099
17142316,FLUSHING,11358,07/30/2017,08/01/2017,4,0.181
17141991,BROOKLYN,11204,07/30/2017,08/02/2017,6,0.246
17142052,STATEN ISLAND,10312,07/30/2017,08/03/2017,0,0.035
17142008,ASTORIA,11106,07/31/2017,08/03/2017,4,0.114
17141998,BROOKLYN,11210,07/31/2017,08/03/2017,9,0.212
17142177,BROOKLYN,11230,08/02/2017,08/03/2017,12,0.084
17141994,BROOKLYN,11226,08/06/2017,08/11/2017,8,0.131
17142005,BROOKLYN,11221,08/07/2017,08/16/2017,7,0.147
